Row 18, label PEFNTVTY, used 926: Columbia
Row 54158, label PEMNTVTY, used 69512: United-States
Row 54158, label PENATVTY, used 69512: United-States
Row 54180, label PEFNTVTY, used 140365: United-States
Row 54180, label PEMNTVTY, used 140365: United-States
Row 54180, label PENATVTY, used 140365: United-States
Row 54185, label PEFNTVTY, used 44: United-States
Row 54185, label PEMNTVTY, used 44: United-States
Row 54218, label PEFNTVTY, used 15: United-States
Row 54305, label PEFNTVTY, used 1354: Haiti
Row 54305, label PEMNTVTY, used 1354: Haiti
Row 54305, label PENATVTY, used 1354: Haiti
Row 54351, label PEFNTVTY, used 414: Peru
Row 54351, label PEMNTVTY, used 414: Peru
Row 54351, label PENATVTY, used 414: Peru
Row 54353, label PEFNTVTY, used 31884: United-States
Row 54353, label PEMNTVTY, used 31884: United-States
Row 54353, label PENATVTY, used 31884: United-States
Row 54380, label PEFNTVTY, used 900: United-States
Row 54380, label PEMNTVTY, used 900: United-States
Row 54411, label PEFNTVTY, used 3598: United-States
Row 54425, label PEFNTVTY, used 7480: Japan
Row 54425, label PEMNTVTY, used 7480: Japan
Row 54425, label PENATVTY, used 7480: Japan
Row 54454, label PEFNTVTY, used 9995: Cuba
Row 54479, label PEFNTVTY, used 7113: Cuba
Row 54479, label PEMNTVTY, used 7113: Cuba
Row 54479, label PENATVTY, used 7113: Cuba
Row 54494, label PEMNTVTY, used 44: United-States
Row 54500, label PEMNTVTY, used 13951: United-States
Row 54505, label PEFNTVTY, used 119: United-States
Row 54505, label PEMNTVTY, used 119: United-States
Row 54505, label PENATVTY, used 119: United-States
Row 54514, label PEFNTVTY, used 60: United-States
Row 54514, label PEMNTVTY, used 60: United-States
Row 54514, label PENATVTY, used 60: United-States
Row 54522, label PEFNTVTY, used 361: United-States
Row 54522, label PEMNTVTY, used 361: United-States
Row 54550, label PEFNTVTY, used 1145: United-States
Row 54553, label PEFNTVTY, used 65: South Korea
Row 54564, label PEFNTVTY, used 65: South Korea
Row 54564, label PEMNTVTY, used 65: United-States
Row 54564, label PENATVTY, used 65: United-States
Row 54630, label PEMNTVTY, used 556: United-States
Row 54662, label PEMNTVTY, used 22601: United-States
Row 54670, label PEMNTVTY, used 6758: United-States
Row 54670, label PENATVTY, used 6758: United-States
Row 54671, label PEFNTVTY, used 347: United-States
Row 54673, label PEFNTVTY, used 3028: Canada
Row 54673, label PEMNTVTY, used 3028: Canada
Row 54673, label PENATVTY, used 3028: Canada
Row 54707, label PEFNTVTY, used 3: United-States
Row 54707, label PEMNTVTY, used 3: United-States
Row 54707, label PENATVTY, used 3: United-States
Row 54728, label PEFNTVTY, used 76146: United-States
Row 54728, label PEMNTVTY, used 76146: United-States
Row 54728, label PENATVTY, used 76146: United-States
Row 54765, label PEFNTVTY, used 46: United-States
Row 54785, label PEFNTVTY, used 3: United-States
Row 54785, label PEMNTVTY, used 3: United-States
Row 54807, label PEFNTVTY, used 18806: United-States
Row 54807, label PEMNTVTY, used 18806: United-States
Row 54807, label PENATVTY, used 18806: United-States
Row 54817, label PEFNTVTY, used 61: United-States
Row 54817, label PEMNTVTY, used 61: United-States
Row 54817, label PENATVTY, used 61: United-States
Row 54842, label PENATVTY, used 21967: United-States
Row 54857, label PEMNTVTY, used 39293: United-States
Row 54857, label PENATVTY, used 39293: United-States
Row 54905, label PEFNTVTY, used 15: United-States
Row 54905, label PEMNTVTY, used 15: United-States
Row 54911, label PEFNTVTY, used 3: United-States
Row 54925, label PEMNTVTY, used 241: United-States
Row 54984, label PENATVTY, used 23: United-States
Row 54985, label PEFNTVTY, used 740: United-States
Row 54987, label PEFNTVTY, used 53534: El-Salvador
Row 54987, label PEMNTVTY, used 53534: El-Salvador
Row 54987, label PENATVTY, used 53534: El-Salvador
Row 55000, label PENATVTY, used 3: United-States
Row 55016, label PEFNTVTY, used 3196: United-States
Row 55016, label PEMNTVTY, used 3196: United-States
Row 55016, label PENATVTY, used 3196: United-States
Row 55025, label PEMNTVTY, used 88: Vietnam
Row 55060, label PEFNTVTY, used 7512: Nicaragua
Row 55060, label PEMNTVTY, used 7512: Nicaragua
Row 55060, label PENATVTY, used 7512: Nicaragua
Row 55096, label PEFNTVTY, used 15: United-States
Row 55096, label PEMNTVTY, used 15: United-States
Row 55096, label PENATVTY, used 15: United-States
Row 55118, label PEFNTVTY, used 3: United-States
Row 55118, label PEMNTVTY, used 3: United-States
Row 55155, label PEMNTVTY, used 34: United-States
Row 55197, label PEFNTVTY, used 26: El-Salvador
Row 55197, label PEMNTVTY, used 26: El-Salvador
Row 55213, label PEFNTVTY, used 910: United-States
Row 55213, label PEMNTVTY, used 910: United-States
Row 55213, label PENATVTY, used 910: United-States
Row 55216, label PEFNTVTY, used 5521: United-States
Row 55216, label PEMNTVTY, used 5521: United-States
Row 55240, label PEMNTVTY, used 2747: United-States
Row 55275, label PEMNTVTY, used 3: United-States
Row 55320, label PEMNTVTY, used 44: United-States
Row 55331, label PENATVTY, used 184: United-States
Row 55332, label PEFNTVTY, used 11317: United-States
Row 55332, label PEMNTVTY, used 11317: United-States
Row 55384, label PEFNTVTY, used 100: United-States
Row 55384, label PEMNTVTY, used 100: United-States
Row 55384, label PENATVTY, used 100: United-States
Row 55387, label PEMNTVTY, used 638: Mexico
Row 55434, label PEFNTVTY, used 179: United-States
Row 55444, label PENATVTY, used 1775: Germany
Row 55497, label PEFNTVTY, used 3: United-States
Row 55497, label PEMNTVTY, used 3: United-States
Row 55509, label PEFNTVTY, used 46: United-States
Row 55509, label PEMNTVTY, used 46: United-States
Row 55509, label PENATVTY, used 46: United-States
Row 55519, label PEFNTVTY, used 0: United-States
Row 55519, label PEMNTVTY, used 0: United-States
Row 55519, label PENATVTY, used 0: United-States
Row 55629, label PEFNTVTY, used 1187: United-States
Row 55629, label PEMNTVTY, used 1187: United-States
Row 55629, label PENATVTY, used 1187: United-States
Row 55652, label PEFNTVTY, used 3: United-States
Row 55658, label PEFNTVTY, used 58274: United-States
Row 55658, label PEMNTVTY, used 58274: United-States
Row 55658, label PENATVTY, used 58274: United-States
Row 55676, label PEMNTVTY, used 4299: United-States
Row 55676, label PENATVTY, used 4299: United-States
Row 55688, label PEMNTVTY, used 4349: United-States
Row 55717, label PEFNTVTY, used 407: United-States
Row 55717, label PEMNTVTY, used 407: United-States
Row 55717, label PENATVTY, used 407: United-States
Row 55735, label PEFNTVTY, used 23664: United-States
Row 55743, label PEFNTVTY, used 46: United-States
Row 55745, label PEFNTVTY, used 110197: United-States
Row 55745, label PEMNTVTY, used 110197: United-States
Row 55745, label PENATVTY, used 110197: United-States
Row 55763, label PEFNTVTY, used 417: United-States
Row 55763, label PEMNTVTY, used 417: United-States
Row 55848, label PEFNTVTY, used 2597: United-States
Row 55848, label PEMNTVTY, used 2597: United-States
Row 55869, label PEMNTVTY, used 145413: United-States
Row 55888, label PEFNTVTY, used 322: United-States
Row 55888, label PEMNTVTY, used 322: United-States
Row 55888, label PENATVTY, used 322: United-States
Row 55905, label PEFNTVTY, used 44: United-States
Row 55905, label PEMNTVTY, used 44: United-States
Row 55915, label PENATVTY, used 473: United-States
Row 55950, label PEFNTVTY, used 127: United-States
Row 55950, label PEMNTVTY, used 127: United-States
Row 56023, label PEFNTVTY, used 105891: Haiti
Row 56023, label PEMNTVTY, used 105891: Haiti
Row 56023, label PENATVTY, used 105891: Haiti
Row 56054, label PEMNTVTY, used 15: United-States
Row 56067, label PEFNTVTY, used 544: United-States
Row 56067, label PEMNTVTY, used 544: United-States
Row 56067, label PENATVTY, used 544: United-States
Row 56137, label PEFNTVTY, used 86: United-States
Row 56137, label PEMNTVTY, used 86: United-States
Row 56137, label PENATVTY, used 86: United-States
Row 56144, label PEFNTVTY, used 1371: Italy
Row 56144, label PEMNTVTY, used 1371: Italy
Row 56148, label PEFNTVTY, used 558: Yugoslavia
Row 56148, label PEMNTVTY, used 558: Yugoslavia
Row 56210, label PEMNTVTY, used 1611: Germany
Row 56235, label PEMNTVTY, used 177007: United-States
Row 56244, label PENATVTY, used 118459: Columbia
Row 56255, label PEFNTVTY, used 417: United-States
Row 56255, label PEMNTVTY, used 417: United-States
Row 56255, label PENATVTY, used 417: United-States
Row 56276, label PEFNTVTY, used 24709: England
Row 56297, label PEFNTVTY, used 297: United-States
Row 56297, label PEMNTVTY, used 297: United-States
Row 56297, label PENATVTY, used 297: United-States
Row 56304, label PEFNTVTY, used 34003: Dominican-Republic
Row 56304, label PEMNTVTY, used 34003: Dominican-Republic
Row 56304, label PENATVTY, used 34003: Dominican-Republic
Row 56315, label PEFNTVTY, used 558: Yugoslavia
Row 56315, label PEMNTVTY, used 558: Yugoslavia
Row 56337, label PEFNTVTY, used 4354: United-States
Row 56337, label PEMNTVTY, used 4354: United-States
Row 56337, label PENATVTY, used 4354: United-States
Row 56411, label PEMNTVTY, used 845: Poland
Row 56415, label PEFNTVTY, used 2094: Italy
Row 56415, label PENATVTY, used 2094: Italy
Row 56421, label PEFNTVTY, used 87753: Nicaragua
Row 56421, label PEMNTVTY, used 87753: Nicaragua
Row 56421, label PENATVTY, used 87753: Nicaragua
Row 56426, label PEMNTVTY, used 1533: Ireland
Row 56426, label PENATVTY, used 1533: United-States
Row 56446, label PEFNTVTY, used 891: United-States
Row 56446, label PEMNTVTY, used 891: United-States
Row 56447, label PEFNTVTY, used 46: United-States
Row 56447, label PEMNTVTY, used 46: United-States
Row 56451, label PEFNTVTY, used 7544: United-States
Row 56483, label PEFNTVTY, used 1481: United-States
Row 56483, label PEMNTVTY, used 1481: United-States
Row 56487, label PEFNTVTY, used 3: United-States
Row 56521, label PEFNTVTY, used 69076: China
Row 56521, label PENATVTY, used 69076: Taiwan
Row 56552, label PEFNTVTY, used 13519: United-States
Row 56552, label PEMNTVTY, used 13519: United-States
Row 56552, label PENATVTY, used 13519: United-States
Row 56559, label PEMNTVTY, used 473: United-States
Row 56577, label PEFNTVTY, used 98027: United-States
Row 56577, label PENATVTY, used 98027: Germany
Row 56585, label PEFNTVTY, used 114: United-States
Row 56585, label PEMNTVTY, used 114: United-States
Row 56585, label PENATVTY, used 114: United-States
Row 56597, label PEMNTVTY, used 95178: United-States
Row 56597, label PENATVTY, used 95178: United-States
Row 56599, label PEFNTVTY, used 162722: United-States
Row 56621, label PEFNTVTY, used 3: United-States
Row 56621, label PEMNTVTY, used 3: United-States
Row 56627, label PEFNTVTY, used 33704: United-States
Row 56627, label PENATVTY, used 33704: United-States
Row 56633, label PEFNTVTY, used 0: United-States
Row 56633, label PEMNTVTY, used 0: United-States
Row 56649, label PEFNTVTY, used 361: United-States
Row 56649, label PEMNTVTY, used 361: United-States
Row 56742, label PEFNTVTY, used 15: United-States
Row 56763, label PEFNTVTY, used 56: United-States
Row 56763, label PEMNTVTY, used 56: United-States
Row 56785, label PEFNTVTY, used 15: United-States
Row 56785, label PEMNTVTY, used 15: United-States
Row 56811, label PENATVTY, used 15197: United-States
Row 56869, label PEFNTVTY, used 2410: United-States
Row 56869, label PEMNTVTY, used 2410: United-States
Row 56869, label PENATVTY, used 2410: United-States
Row 56877, label PEFNTVTY, used 473: United-States
Row 56877, label PEMNTVTY, used 473: United-States
Row 56912, label PEFNTVTY, used 19277: United-States
Row 56912, label PEMNTVTY, used 19277: United-States
Row 56913, label PEFNTVTY, used 12314: United-States
Row 56913, label PEMNTVTY, used 12314: United-States
Row 56913, label PENATVTY, used 12314: United-States
Row 56937, label PEFNTVTY, used 30330: Cuba
Row 57005, label PEFNTVTY, used 109730: United-States
Row 57005, label PEMNTVTY, used 109730: United-States
Row 57005, label PENATVTY, used 109730: United-States
Row 57029, label PEFNTVTY, used 44: United-States
Row 57086, label PEFNTVTY, used 417: United-States
Row 57105, label PEFNTVTY, used 69572: Vietnam
Row 57105, label PEMNTVTY, used 69572: Vietnam
Row 57105, label PENATVTY, used 69572: Vietnam
Row 57130, label PEFNTVTY, used 44: United-States
Row 57184, label PEMNTVTY, used 15364: United-States
Row 57184, label PENATVTY, used 15364: United-States
Row 57266, label PEFNTVTY, used 473: United-States
Row 57266, label PEMNTVTY, used 473: United-States
Row 57366, label PEFNTVTY, used 193576: United-States
Row 57366, label PEMNTVTY, used 193576: United-States
Row 57366, label PENATVTY, used 193576: United-States
Row 57402, label PEFNTVTY, used 85555: El-Salvador
Row 57402, label PEMNTVTY, used 85555: El-Salvador
Row 57402, label PENATVTY, used 85555: El-Salvador
Row 57413, label PEFNTVTY, used 481: United-States
Row 57413, label PEMNTVTY, used 481: United-States
Row 57413, label PENATVTY, used 481: United-States
Row 57417, label PEMNTVTY, used 473: United-States
Row 57424, label PEFNTVTY, used 65: South Korea
Row 57424, label PEMNTVTY, used 65: United-States
Row 57445, label PEFNTVTY, used 53942: Puerto-Rico
Row 57445, label PEMNTVTY, used 53942: Puerto-Rico
Row 57445, label PENATVTY, used 53942: Puerto-Rico
Row 57465, label PEFNTVTY, used 128: United-States
Row 57465, label PEMNTVTY, used 128: United-States
Row 57465, label PENATVTY, used 128: United-States
Row 57481, label PEFNTVTY, used 8791: United-States
Row 57481, label PEMNTVTY, used 8791: United-States
Row 57481, label PENATVTY, used 8791: United-States
Row 57488, label PEFNTVTY, used 544: United-States
Row 57488, label PEMNTVTY, used 544: United-States
Row 57488, label PENATVTY, used 544: United-States
Row 57501, label PEFNTVTY, used 61208: United-States
Row 57501, label PEMNTVTY, used 61208: United-States
Row 57501, label PENATVTY, used 61208: United-States
Row 57510, label PEFNTVTY, used 15: United-States
Row 57510, label PEMNTVTY, used 15: United-States
Row 57559, label PEFNTVTY, used 56: United-States
Row 57596, label PEFNTVTY, used 73309: United-States
Row 57599, label PEFNTVTY, used 10362: India
Row 57599, label PEMNTVTY, used 10362: India
Row 57599, label PENATVTY, used 10362: India
Row 57654, label PEFNTVTY, used 7117: Dominican-Republic
Row 57654, label PEMNTVTY, used 7117: Dominican-Republic
Row 57670, label PEFNTVTY, used 94: United-States
Row 57670, label PEMNTVTY, used 94: United-States
Row 57670, label PENATVTY, used 94: United-States
Row 57676, label PEFNTVTY, used 927: United-States
Row 57676, label PEMNTVTY, used 927: United-States
Row 57676, label PENATVTY, used 927: United-States
Row 57698, label PEMNTVTY, used 46: United-States
Row 57700, label PEMNTVTY, used 65: United-States
Row 57708, label PEMNTVTY, used 297: United-States
Row 57708, label PENATVTY, used 297: United-States
Row 57767, label PEFNTVTY, used 44: United-States
Row 57767, label PEMNTVTY, used 44: United-States
Row 57767, label PENATVTY, used 44: United-States
Row 57790, label PEFNTVTY, used 22515: United-States
Row 57796, label PEFNTVTY, used 56: United-States
Row 57796, label PEMNTVTY, used 56: United-States
Row 57796, label PENATVTY, used 56: United-States
Row 57809, label PEFNTVTY, used 473: United-States
Row 57840, label PEFNTVTY, used 428: United-States
Row 57861, label PEFNTVTY, used 2788: United-States
Row 57861, label PEMNTVTY, used 2788: United-States
Row 57861, label PENATVTY, used 2788: United-States
Row 57865, label PEFNTVTY, used 15: United-States
Row 57879, label PEFNTVTY, used 63977: United-States
Row 57879, label PEMNTVTY, used 63977: United-States
Row 57879, label PENATVTY, used 63977: United-States
Row 57884, label PEMNTVTY, used 136: United-States
Row 57884, label PENATVTY, used 136: United-States
Row 57918, label PEFNTVTY, used 3: United-States
Row 57921, label PEFNTVTY, used 46: United-States
Row 57921, label PEMNTVTY, used 46: United-States
Row 57921, label PENATVTY, used 46: United-States
